	SMALL LoBM LoOP	ME1 BM1 OP2	ME1 BM1 OP3	SMALL LoBM HiOP	ME1 BM2 OP1	ME1 BM2 OP2	ME1 BM2 OP3	ME1 BM2 OP4	ME1 BM3 OP1	ME1 BM3 OP2	ME1 BM3 OP3	ME1 BM3 OP4	SMALL HiBM LoOP	ME1 BM4 OP2	ME1 BM4 OP3	SMALL HiBM HiOP	BIG LoBM LoOP	ME2 BM1 OP2	ME2 BM1 OP3	BIG LoBM HiOP	ME2 BM2 OP1	ME2 BM2 OP2	ME2 BM2 OP3	ME2 BM2 OP4	ME2 BM3 OP1	ME2 BM3 OP2	ME2 BM3 OP3	ME2 BM3 OP4	BIG HiBM LoOP	ME2 BM4 OP2	ME2 BM4 OP3	BIG HiBM HiOP
196912	-10.7158	-4.2650	-7.1078	-2.8076	-4.3532	-5.1649	-4.6108	-5.1423	-10.5598	-5.9313	-4.7164	-5.2804	-7.4521	-4.6101	-4.3578	-14.4068	0.8200	1.4598	-0.6569	0.7826	-2.4589	0.3024	-1.3607	-3.1216	-0.1775	-1.8236	-2.4923	-1.9629	-2.7501	-5.3303	-5.7915	4.0000
197001	0.4321	-5.6240	-8.1624	-7.1557	-5.4472	-5.4163	-5.7285	-6.4057	-3.0864	-2.9456	-3.7020	-2.7054	-1.6822	-3.1898	-0.1265	-4.0404	-18.7878	-10.1063	-8.2320	-8.0910	-12.2812	-8.3269	-5.6031	-8.0598	-9.3899	-9.6811	-8.6221	-9.2406	-7.4092	-3.9699	-10.2972	0.0000
197002	0.5498	2.6739	2.2763	3.3563	2.1897	4.5151	2.6494	2.5991	5.6657	4.8827	4.3420	1.7154	5.5363	5.8621	4.5871	-18.9474	5.9907	4.8304	6.0099	3.3091	6.9519	6.9102	5.2629	7.4245	10.8666	5.2291	8.9848	2.4334	7.4794	8.6991	8.5775	-5.7692
197003	-8.0909	-4.8343	-3.8857	-4.8546	-2.4157	-4.1674	0.6291	-1.3046	-1.4857	0.4313	1.6068	1.1110	1.3207	-0.8978	2.6605	4.5455	-6.0414	-6.5984	-3.6322	-1.8620	-0.9537	1.5387	0.6239	2.4441	-0.6769	2.1866	1.6269	-1.3756	-0.1101	1.9414	4.2784	-12.2449
197004	-25.2276	-22.7102	-18.7574	-19.2043	-19.6253	-14.8255	-13.0224	-13.9825	-14.8328	-11.3917	-9.5736	-8.6382	-12.0500	-9.8998	-7.2156	-6.8323	-30.4510	-11.5631	-9.7918	-11.1738	-16.4305	-10.1051	-10.4022	-6.2437	-9.3183	-8.6000	-9.4574	-5.7525	-7.0465	-7.6649	-6.5549	-2.3256
197005	-9.0405	-13.3042	-12.6492	-11.0255	-15.6009	-11.4893	-9.2630	-8.3705	-9.7761	-9.0277	-7.5596	-5.0607	-8.3417	-10.2428	-3.4407	-5.3333	-18.8242	-6.9887	-11.6986	-7.8812	-12.1765	-8.6505	-6.4139	-4.3287	-1.7972	-1.4738	-4.1463	-0.7752	-3.7621	-4.1611	-5.5407	-19.0476
197006	-10.5013	-10.4207	-7.9704	-8.1144	-9.9181	-9.0217	-6.0141	-3.8148	-9.3445	-6.7716	-6.5061	-2.1360	-6.7611	-4.1865	-5.7717	-6.4789	-11.5240	-4.3534	-6.1675	-6.3732	-6.8905	-6.7911	-2.8015	-4.3734	-1.6582	-3.0316	-1.4398	3.5828	-5.4322	-8.1631	-2.3207	-17.6471
197007	0.8185	8.5917	6.4988	9.2104	3.6527	6.9588	6.8605	7.7221	3.9596	9.0704	6.5240	8.9124	5.0063	6.8123	9.6790	1.3815	-0.2697	7.7688	8.2248	3.0194	8.2588	7.2755	10.3165	7.0085	10.5004	9.5869	10.1654	15.6922	8.1726	10.5822	7.9734	0.4629
197008	5.4370	4.3716	7.7287	6.4413	7.1157	7.2694	6.1718	6.8477	6.2709	6.3949	7.3257	9.0038	5.8995	7.1872	5.6976	24.9871	8.6591	2.8867	3.6772	4.3326	3.4969	6.5807	3.8314	7.8074	4.5611	5.2531	6.3771	3.3363	5.1192	3.3659	10.0997	2.9368
197009	19.3779	19.5707	15.5264	15.9198	18.2922	10.6000	10.8061	9.5809	13.0490	8.4529	6.9710	4.6431	11.2005	7.4286	7.2802	11.4499	4.8804	8.7487	6.6165	7.9457	9.6338	4.8570	0.2488	0.2681	0.7873	1.3332	-0.1982	5.3530	4.2192	0.0076	1.6318	10.9022
197010	-13.4868	-8.5997	-4.6586	-5.4234	-13.8555	-6.8844	-5.7646	-6.7423	-9.0005	-5.1068	-4.3598	-1.5523	-3.8634	-1.7647	-1.8315	-16.1580	-4.4170	-2.4234	-0.3329	-0.0478	-4.3365	-2.6487	-0.5050	-1.7323	0.6276	-0.4281	-1.4210	-6.1847	-2.2977	-3.4660	-4.9379	-6.9883
197011	-3.2773	-0.8864	0.3699	1.9734	-1.6273	2.4572	1.7651	3.0839	-1.6342	4.4052	3.1357	6.5987	1.0983	2.7195	3.7817	0.6802	3.7852	8.9938	4.7495	4.4354	3.3014	4.3346	5.3689	7.3533	4.2017	5.4255	7.4176	4.9383	5.9212	6.2045	5.5864	7.4884
197012	3.3316	5.7059	8.6837	9.0293	7.3783	8.0780	10.0724	10.7596	11.0854	9.8909	10.3494	7.8007	9.6616	7.7105	8.2160	9.5603	6.8196	1.8276	4.3691	5.3795	7.5686	8.9215	7.3063	5.8355	5.0419	5.9958	8.5351	8.1329	6.2634	7.2004	7.8126	11.2455
197101	15.0261	8.6411	11.2985	9.7325	22.4734	13.1193	12.2678	9.6117	12.4998	10.4363	11.6303	12.5348	15.0939	10.6951	14.4286	22.8223	4.6041	6.0936	5.0970	3.5856	7.5237	5.6284	3.6230	5.3304	2.3078	0.5393	3.6263	5.7475	5.0683	7.1417	7.6435	18.7986
197102	6.4240	5.6113	3.6584	4.3317	2.7395	3.9620	2.1038	6.4107	3.6638	1.8190	2.0397	3.8990	2.6083	3.5572	2.9423	-1.3137	0.3752	0.5581	4.0821	2.2831	0.2510	-0.0148	0.6738	1.2667	2.3523	2.9894	0.4813	1.6363	1.6701	-3.0684	3.5243	4.1366
197103	7.4371	8.8594	9.0620	9.1157	6.1572	5.7479	5.6118	4.8046	7.3267	4.9155	4.0278	3.8131	2.6061	5.9273	3.2015	8.2989	12.8268	7.0658	4.7236	5.9520	6.5975	2.3870	5.1369	3.1311	4.3431	3.4843	4.4527	5.2278	2.0755	0.2956	4.5990	0.6142
197104	3.2802	5.4852	2.1869	3.1720	3.4112	1.1341	5.5598	1.7877	5.3076	4.5569	2.4135	0.7845	5.0189	3.4259	1.4525	4.4477	-1.0221	4.6643	4.2825	3.1501	6.3263	2.4426	3.2078	6.6682	3.0933	1.2221	0.7127	4.8659	5.5751	1.3599	7.4957	0.9330
197105	-7.4130	-3.7265	-3.9617	-3.3947	-7.2552	-7.7125	-5.8732	-6.1669	-5.1588	-3.8022	-3.8066	-2.6157	-5.3647	-6.1923	-2.8059	-13.4205	-1.1615	-0.3761	-0.9213	-3.4647	-5.2436	-3.5743	-3.2642	-3.6588	-6.0398	-3.5701	-3.6806	-4.4577	-4.6751	-5.1965	-3.5510	2.6881
197106	-4.0012	-1.1458	-2.0044	1.6260	-3.3011	0.1670	-1.1368	-1.1588	-3.0873	-0.5351	-2.1166	-1.2627	-2.7523	-2.2918	-1.0121	-5.4639	3.8352	-1.4590	3.0339	0.5667	-2.1780	0.2073	2.9698	-2.7630	0.3762	0.4015	1.0717	0.6087	-0.2097	0.5559	-0.3897	0.7549
197107	-5.3708	-5.6292	-6.1376	-5.4851	-8.9479	-4.7414	-4.4278	-4.2317	-6.8158	-5.5023	-3.7477	-9.2403	-5.8576	-5.8950	-5.9030	-7.1796	2.9298	-5.1707	-4.7171	-4.4375	-3.7261	-3.9288	-2.3760	-4.0881	-4.2334	-2.5104	-3.5283	-9.1464	-4.6383	-4.0560	-2.7168	-11.3368
197108	0.7816	0.5210	5.1742	4.9620	-0.2460	4.3866	4.4140	4.0272	8.2308	5.1639	3.1684	6.3639	8.0786	5.5719	2.9130	11.6198	1.2624	7.7460	6.1568	4.7796	6.6709	6.9850	3.1107	5.7759	0.6406	-1.8000	3.0442	6.7031	7.6524	2.3985	5.2377	10.6432
197109	0.3085	-1.9323	1.5339	0.3702	0.6997	-1.9456	-0.4870	0.4082	-1.0730	-0.4407	-0.1419	-0.3661	-4.6949	-1.8527	0.5538	-3.4975	2.4885	-0.6192	0.1442	0.8540	0.6095	-0.4951	-0.0190	-0.2116	-1.0127	-0.7501	-2.8921	-4.4338	-2.6168	-1.1474	-1.2182	-2.8706
197110	-11.1228	-6.9400	-5.2489	-5.2204	-6.2336	-1.6800	-3.4758	-4.3536	-6.6187	-5.3745	-3.8380	-7.5448	-8.3154	-6.4623	-7.0279	-12.8795	-4.5351	-5.6530	-5.0723	-2.3567	-8.0576	-5.7232	-3.1553	-5.1745	-3.1239	-2.7004	-4.5103	-6.5489	-4.0043	-3.0993	-5.5975	-7.2893
197111	-3.5038	-3.6014	-2.9793	-2.7916	-5.4744	-2.1722	-0.8970	-0.4814	-4.9616	-3.5887	-3.0790	0.1379	-4.5429	-3.8522	-3.6223	-5.4369	-2.6789	1.0063	0.4470	1.5980	-1.8377	0.1620	-0.6442	0.7948	-0.0794	-0.8738	0.5665	2.8263	-2.2489	0.1956	-0.8985	2.1812
197112	9.8249	17.3104	13.8545	12.9852	14.0022	9.7901	9.3069	11.0791	13.1906	10.8786	10.2876	12.7911	14.3469	11.0454	14.0268	14.0910	13.0305	9.8985	8.2602	9.6643	10.8656	6.3816	8.1393	9.8600	8.7051	8.9476	8.8557	9.9009	9.8681	7.1434	8.8109	8.4512
197201	14.3909	9.5109	7.4591	7.4861	14.6412	6.0297	5.7740	6.9426	10.7913	8.1455	4.3691	9.7698	13.3773	12.1888	12.6524	6.6365	4.6935	2.0523	0.4727	4.0688	0.3530	0.9442	0.6930	4.0928	-0.7688	-1.1361	1.6509	6.7113	4.3451	1.1180	4.4011	6.4693
197202	4.6748	4.1501	4.7807	4.4276	3.5831	2.8359	2.4391	4.2784	2.9556	1.0031	1.4564	1.4037	5.2712	2.7510	4.7152	-1.2294	8.8592	10.7703	4.8064	4.7438	3.8957	0.4888	3.9911	2.6029	0.5574	1.3753	1.8509	3.2485	1.6678	0.1715	-1.7236	-0.5338
197203	1.7022	1.3800	0.5730	1.5226	-0.9734	1.5169	-0.1796	-1.8123	-1.0170	-1.2663	-0.3827	1.6439	-0.5846	0.5222	-1.7529	-2.7955	1.8959	1.4655	2.1913	1.8979	0.3505	4.2841	2.5058	1.0385	-2.5548	-3.2264	1.7575	-1.7897	-0.3513	-1.0219	4.2867	-1.3417
197204	-2.8696	-0.7298	1.7143	0.9340	-1.4832	1.0615	1.2966	1.0822	2.9842	1.9662	0.8193	-1.2297	0.7847	0.7098	0.6355	-4.8835	1.3704	0.4630	2.9575	0.9931	4.8773	-2.5946	-0.7538	0.6651	-0.2584	-0.7579	1.8473	-1.4083	1.9109	-0.4543	-1.9612	-1.1231
197205	-3.0371	-3.3851	-0.9452	-1.4668	-4.2081	-1.0700	-0.6906	-1.2184	-2.6228	-1.4225	-1.3427	-2.8648	-2.2660	-5.0313	-0.3994	-7.1280	7.4515	4.1167	3.4923	4.1509	-1.2326	-2.3291	1.1650	1.3752	1.4065	2.3621	-1.1683	3.9704	-0.6412	1.2398	-4.5063	2.2689
197206	-3.4677	0.5168	-4.6651	-3.4659	-3.9389	-3.7987	-1.5440	-2.4514	-2.6449	-3.3459	-4.0334	-3.0724	-2.6316	-3.0963	-4.6991	-4.7402	4.0421	-5.0040	-0.5647	-0.4461	-3.4512	-1.8832	-1.0731	-2.0412	-2.7700	-2.9557	-3.4126	-1.3373	-5.1063	-2.7433	-4.2325	-4.3218
197207	-3.6818	-2.2186	-5.3365	-5.2204	-4.0072	-2.3058	-3.3096	-3.9617	-4.3310	-1.0972	-1.3138	0.5666	-3.4194	-0.5686	-3.2643	-3.8234	0.0288	-0.4695	0.8042	2.0057	-6.0661	-3.8063	0.4452	-1.7917	-2.2502	-1.1716	0.7549	-1.6720	-3.1065	-0.1265	0.5105	1.6477
197208	-4.6032	-1.4217	2.2807	-0.2902	2.7131	1.3131	1.8482	2.3446	0.3261	0.7040	3.1994	1.4053	4.5853	2.3553	4.1615	-2.6712	3.2859	-1.6858	2.1526	0.1786	2.0736	4.1075	4.6943	5.4267	4.8494	5.3568	7.3223	9.7472	7.3426	7.5898	12.6490	5.6113
197209	-5.1278	-4.2999	-4.5448	-2.5253	-4.8054	-3.4037	-1.9074	-1.8135	-3.6466	-2.3376	-2.7758	-3.4781	-4.3858	-2.4276	-4.6952	-3.2231	-1.3175	-0.7992	0.7075	0.5128	-1.2864	-3.8338	-2.2334	-3.0794	-2.6421	-1.5329	-0.4320	-2.8234	-1.7677	2.3478	0.3188	-0.4433
197210	-4.9715	-1.1550	-3.9692	-2.4162	-1.1629	1.8072	0.1653	0.6708	-3.5840	0.4725	0.6077	-0.1534	-1.5194	0.2348	-7.4801	0.9628	1.0845	1.6233	1.8865	0.1619	0.8005	0.9793	2.3799	-1.5644	0.1298	3.0034	2.0743	3.0400	1.3035	2.9424	1.7856	0.6399
197211	0.7228	0.6361	1.9213	5.4797	5.6526	6.2930	6.3641	6.1157	4.0588	6.6837	7.2563	6.6871	7.4452	5.7000	7.9917	-1.3525	4.6039	1.0095	2.9660	1.1375	4.9485	6.9001	5.6935	8.0906	8.5653	7.6944	5.5172	6.0936	8.6819	8.0591	8.6694	13.1260
197212	-0.2156	0.2341	-0.6244	-1.2752	-1.2257	-1.6323	-0.4593	-1.5981	-2.8497	-3.4784	-1.5401	-2.2001	-1.9320	-1.6384	0.0255	-7.4628	9.4430	4.0842	3.4998	3.1167	-1.2019	-0.2547	1.3131	-0.0745	-1.0137	-0.4960	-0.4026	1.4810	-3.5425	0.7986	0.6323	4.9992
197301	-5.3363	-8.5479	-7.3102	-6.5005	-1.4641	-8.4225	-5.4960	-3.8968	-4.3288	-1.8663	-2.4874	-3.4057	-4.5781	-4.4796	-5.0812	-5.6796	-6.1112	-3.8301	-2.7573	-0.8648	-6.6877	-10.4366	-4.1257	-2.9872	-6.2362	-5.2835	0.8008	-5.4220	-1.0288	-0.0387	0.9196	-5.1838
197302	-8.4064	-8.4552	-9.2015	-11.3011	-10.9592	-8.8039	-7.3577	-6.9075	-6.1517	-6.2016	-4.9387	-4.8020	-6.4091	-5.2788	-6.1054	-2.9989	-9.2113	-2.1699	-2.0590	-2.6287	-7.6202	-4.9531	-2.2193	-4.1670	-4.9576	-4.0549	-5.6180	-5.4752	-4.0880	-4.7469	-9.5828	-9.7254
197303	-9.0049	0.2218	-3.6697	-3.8899	-1.5180	-2.7357	-4.2456	-1.5257	-3.4348	-2.3353	-1.1699	-1.2487	0.3078	-0.6002	-1.2308	-3.4799	-2.6065	-5.3908	-2.6446	-0.0797	-2.8837	-2.6348	-1.0117	-1.1315	-0.6615	-0.7680	3.1470	-0.8708	1.4965	1.1069	3.5155	-3.0072
197304	-10.6575	-5.6752	-12.1472	-9.9819	-5.8015	-4.9896	-5.5009	-6.4008	-6.8022	-3.9367	-3.1145	-6.7329	-6.1401	-1.7211	-3.6986	-9.2576	-10.0285	-4.8540	-5.9780	-6.4431	-11.3738	-5.1020	-4.7892	-3.5791	-3.4872	-2.3057	-1.6102	-6.4247	-3.0233	0.4297	-3.9203	-2.0450
197305	-9.6385	-8.8571	-10.6867	-9.4692	-13.1050	-7.0846	-6.9727	-6.0535	-9.4276	-6.5251	-4.4544	-5.3533	-8.2272	-7.7424	-10.8392	-14.4882	0.6591	-0.2091	0.9775	-0.4230	-4.7612	-2.4604	-0.7010	-4.7307	0.0134	-1.9077	-0.3122	-6.1271	-5.3820	-1.5697	-4.8262	-4.9839
197306	-2.1148	-2.1670	-3.0699	-5.5771	-4.8044	-4.2155	-2.8411	-2.5624	-2.4945	-1.6443	-3.0522	-5.0375	-2.7198	-1.9953	-5.3856	3.5427	-4.1063	-1.6372	-1.5871	-0.0842	-0.9817	-1.5974	-2.8999	-0.2501	-0.4232	-3.5882	2.2738	-3.7004	-1.4972	-0.2158	-0.2586	-3.9473
197307	16.4180	17.8312	14.6490	17.7353	18.3910	11.9546	6.8073	11.4434	12.6710	5.8395	6.0437	8.3323	10.6126	8.2679	13.0367	8.5020	7.8315	9.2755	10.1647	4.5145	11.4015	10.1913	5.4663	6.5910	3.2952	1.7764	2.2056	-1.1521	5.5553	0.3466	4.4432	4.2768
197308	-2.5974	-2.9397	-4.6851	-4.1975	-3.6355	-7.7515	-5.1348	-5.8201	-5.8528	-4.7211	-4.8941	-6.1571	-2.4076	-3.2833	-2.6757	-7.8096	-7.8215	-3.6296	-4.3057	-3.0736	-2.1919	-1.3150	-2.2636	-3.1966	-2.4185	-2.5629	-2.8685	-4.1897	0.0029	-2.9861	-4.7613	-2.7727
197309	10.3931	9.5257	11.4045	11.0034	10.9281	8.7795	11.0725	7.8301	10.9215	8.2000	7.4847	7.9387	7.6654	9.3881	8.4048	9.1865	1.9259	2.5533	4.9546	-0.9565	9.1031	10.1089	8.6194	7.3651	9.5796	9.2747	10.2124	6.5750	8.1416	9.1617	13.3804	10.4714
197310	1.5434	-0.2032	-0.9669	-3.4651	2.3374	0.6943	0.4746	0.3553	0.0634	2.0232	-0.0162	-1.2240	1.6382	0.0575	2.2232	-2.1984	-4.7221	-1.5958	0.7253	0.5658	-2.5211	2.3988	0.9724	-1.7839	-0.4537	1.0715	-2.3749	3.9927	2.1220	-3.5312	-5.8209	-6.0157
197311	-18.4874	-23.6143	-18.6506	-23.3754	-17.7700	-20.9470	-18.5178	-17.9133	-15.9494	-15.2592	-14.7141	-17.4528	-17.5411	-16.2509	-14.1520	-18.9427	-17.3981	-15.2396	-11.8581	-10.6742	-9.5523	-13.0487	-13.6027	-16.8290	-11.0755	-10.7855	-17.3844	-6.0577	-9.9675	-6.9128	-12.0531	-15.6655
197312	-2.1541	-4.7041	-3.8845	-2.0810	0.8240	-3.9961	0.8270	-2.5809	-2.5314	0.8966	-1.3812	-3.7589	-1.2043	-2.3033	-5.3367	-3.8100	-0.6916	-0.9171	-0.1312	-2.4484	-1.4161	1.2056	3.1227	0.0651	7.1084	8.2607	5.0974	6.4560	7.3138	5.5502	5.0585	0.7592
197401	8.8609	6.2073	7.5675	7.9101	8.6470	16.8592	8.6032	10.0987	15.1299	8.3744	11.0346	11.0114	16.1295	15.3485	16.7192	19.5195	1.7642	4.1179	-3.5492	-2.2583	-0.8518	-2.9408	-0.2465	3.3596	-0.5093	-3.4041	4.1611	-6.9911	3.2556	2.2933	4.3689	8.6134
197402	1.8682	-1.6848	0.4965	-0.4701	-0.0917	-1.1567	-0.6302	1.1099	0.0560	0.8521	0.9964	3.6098	3.1012	3.0191	2.1233	5.5338	-2.6191	0.4113	-1.0706	-1.8692	-1.4628	2.0979	1.2436	2.1005	0.2113	0.7362	0.2016	-1.9168	2.5404	3.8230	0.5147	0.7629
197403	-2.5354	-0.8704	0.0096	0.4091	-2.9572	-1.4192	0.0445	1.5365	-0.4166	-0.0098	-0.2390	0.1521	1.3018	1.0833	0.8261	0.3044	-9.8188	-2.9670	-1.3237	-0.7954	-6.8116	-4.9361	-2.8391	-1.6635	-5.1699	-1.7784	-1.0333	-3.3197	-4.4429	-3.2425	-0.2705	1.2849
197404	-11.8634	-6.9746	-5.8305	-5.2369	-8.5584	-4.6228	-5.8196	-4.2643	-6.7796	-4.1243	-4.2982	-4.2334	-2.3662	-3.5506	-5.2076	-6.3720	-8.1837	-2.8862	-3.1453	-2.8113	-7.6998	-6.1192	-5.8023	-2.7970	-6.3053	-6.5571	-2.2890	-6.3624	-6.5590	-5.1778	-3.6062	0.6844
197405	-9.5772	-9.8430	-7.8351	-6.2113	-10.4127	-8.2009	-7.1661	-6.5988	-7.4617	-6.9740	-6.4154	-7.6582	-7.9416	-5.6646	-5.9490	-7.5442	-18.5005	0.9707	-1.9915	0.0994	-9.4055	-5.5315	-5.4569	-3.7483	-7.3635	-6.6119	-2.9440	-4.9607	-8.4640	-2.6004	-4.9145	1.1754
197406	-4.5889	-5.7509	-0.6253	-3.1669	-3.9097	-2.7002	-3.0961	-0.5060	-2.2728	-2.8758	0.0514	-1.8908	-0.7767	-0.2666	-0.2205	-6.6743	-4.5085	-0.7206	-1.9873	-1.1903	-6.5678	-3.5562	-2.6922	-3.3605	-2.2625	-1.8751	-2.4177	-1.3385	-2.0780	-1.2843	-3.4907	-3.2440
197407	-6.4749	-5.0639	-5.0421	-6.2963	-4.2641	-2.7588	-4.0122	-5.0171	-4.5405	-3.4532	-3.3445	-5.3213	-2.7506	-0.0717	-3.1694	-4.9810	-13.5331	-14.0671	-9.9839	-11.1341	-7.9670	-5.3084	-5.5148	-0.3247	1.1834	-4.7315	-4.7990	-8.7365	-2.1491	-2.6573	-6.1157	-6.1100
197408	-9.5391	-11.4417	-10.1679	-9.1867	-7.5957	-7.9127	-5.9925	-6.5169	-8.4819	-8.7644	-7.8767	-6.5126	-5.6523	-5.5248	-6.5900	-6.3252	-9.7297	-13.9084	-11.2469	-8.9131	-10.1370	-7.4642	-12.1895	-8.6498	-8.6268	-3.5787	-5.2895	-4.3700	-7.5132	-6.2717	-7.1677	-5.6112
197409	-12.0008	-7.2025	-7.7638	-11.7603	-8.5462	-6.1401	-7.6602	-8.2111	-7.1949	-6.2966	-6.9785	-5.1044	-9.2452	-6.2173	-9.1547	-9.5676	-19.2585	-11.7231	-14.5664	-17.2222	-5.2303	-9.2652	-6.0277	-10.5883	-7.0239	-4.5979	-7.4209	-10.2562	-4.9113	-6.9915	-6.9900	-6.9879
197410	18.1433	15.3916	10.2526	11.5414	8.4654	5.5951	8.0309	5.9560	7.6211	8.2702	5.7012	9.5990	7.9729	11.0081	8.9214	8.5684	30.5772	21.4711	24.8035	20.5890	20.9582	24.5720	17.4733	14.1392	15.6588	12.3698	17.0028	2.8028	12.6298	8.7613	-3.6069	8.7353
197411	-3.6608	-2.0390	-5.3831	-5.7178	-2.8956	-3.5521	-4.2152	-5.6154	-4.6412	-2.8698	-5.9530	-6.4075	-4.6670	-6.7322	-6.1899	-11.4204	-1.3785	-3.8809	-3.2675	-5.5843	2.5059	-1.8211	-3.2650	-4.2099	0.4435	-4.6131	-3.4709	-6.0115	-2.4610	-3.8465	-4.3657	-6.5053
197412	-6.7466	-6.1625	-5.5026	-7.2686	-5.7014	-4.6352	-4.2895	-8.5328	-6.6795	-7.0267	-7.3884	-6.7962	-7.1067	-7.5615	-9.1081	-8.1480	-3.0782	-1.7520	-4.0774	-5.1726	-2.0949	0.1962	-0.2602	-0.6740	-3.4916	0.8216	-0.1050	2.2183	-3.3414	-0.8867	2.7501	-7.6419
197501	25.8076	21.9530	25.6723	26.5541	27.1045	23.8200	23.8818	28.5096	29.5763	27.6894	28.0412	30.1672	31.6326	32.6401	30.7004	43.1609	10.9580	11.2643	8.0767	11.6057	8.6205	8.9428	12.2837	14.3166	14.1297	14.8319	16.1555	21.5541	21.1542	20.6123	20.2763	22.2430
197502	7.9850	6.4042	5.8694	5.5924	5.6073	4.5223	2.8521	-0.5445	6.3014	5.4058	3.2049	1.9741	5.4082	1.6742	4.2518	-6.0879	11.1378	7.6058	8.3210	12.0908	2.3208	1.2244	2.1248	4.6828	1.9431	3.1654	4.5894	2.0088	3.4735	0.2697	-1.5097	8.6766
197503	3.8994	5.2249	5.7804	9.6680	6.2611	5.3285	4.9596	10.7790	6.0397	7.8977	7.2080	10.5039	9.0027	6.3810	12.1920	13.8881	3.5368	6.7409	3.7537	2.1009	3.4584	4.1447	2.4013	1.5869	2.5426	-1.4962	4.2504	2.2951	4.1245	8.5319	9.2902	5.4568
197504	3.8328	2.6489	6.9726	5.7633	4.3317	1.1969	3.7891	3.6106	3.5991	3.4226	2.8609	3.6968	4.5515	2.8078	2.6521	1.3614	5.0074	2.0618	4.6822	6.7787	3.5631	6.8703	4.6331	7.7758	3.1223	0.4742	4.8680	3.2554	4.7703	6.1852	2.8718	7.8867
197505	14.8311	12.4607	7.5389	7.9922	6.8171	6.8928	5.6937	7.3819	12.1455	6.2811	6.9820	8.5117	5.5375	5.4119	6.2122	3.2011	7.3587	7.6009	3.9331	4.5989	10.2240	6.2737	4.9858	10.4258	5.5755	5.9953	4.2151	6.7013	2.6291	0.8683	3.4200	0.9334
197506	13.4167	6.4062	6.6693	6.4611	10.7069	7.5365	5.7822	8.2047	6.3125	8.5282	7.9000	2.2889	4.8611	7.4525	9.2308	2.8608	6.3165	4.7387	5.8421	0.9742	7.5600	6.4217	8.3026	6.3732	8.1584	5.1734	4.6030	8.0099	7.3531	8.8092	9.4018	5.8879
197507	-5.8750	-2.1751	-3.3173	-2.4516	-1.2876	-1.7398	-2.9764	-2.8868	-2.7190	-2.5388	-1.5008	-2.0771	-3.2584	-1.7165	0.1907	-1.6269	-9.4205	-11.0786	-8.6689	-8.1627	-8.6594	-2.3848	-6.2039	-3.9202	-5.2830	-4.6691	-5.5948	-3.8199	-5.3344	-4.9709	-3.7584	-10.8009
197508	-6.5649	-2.9883	-3.4943	-4.7487	-4.2583	-4.3859	-3.9990	-5.3015	-4.8309	-5.6358	-5.1811	-5.7088	-8.4494	-7.3925	-8.5100	-10.2985	-2.8836	-1.7717	-3.7007	-1.7967	-4.0138	-3.5871	-1.5460	0.5073	-3.6424	-1.8547	-2.5642	-0.6526	-1.8416	1.9579	0.9454	-4.2900
197509	-4.9080	-3.0659	-2.6530	-4.2144	-4.8693	-3.7297	-3.8412	-3.0273	-4.9514	-1.6116	-2.8479	-1.2509	-4.4496	-5.4910	-2.4628	-0.7783	-5.3490	-5.7444	-5.8911	-3.9824	-4.5243	-0.4194	-5.9097	-1.3304	-3.2238	-3.0012	-3.4571	-0.4010	-4.0692	-3.0771	-4.0348	-4.3462
197510	-1.1342	1.4962	2.2288	2.6450	5.9763	3.5314	2.0774	3.4763	0.3079	2.2244	4.1001	3.3574	2.9218	-0.0770	-0.9402	1.7178	8.5003	9.5870	9.2247	6.5002	5.6940	8.5829	7.5913	0.4234	7.4621	4.8711	4.1433	3.3284	7.2084	5.6090	4.1010	1.4011
197511	-2.8878	0.1871	2.1819	2.4273	0.5561	1.7449	2.5012	3.3081	1.5644	6.7724	4.6950	1.9191	2.7010	4.6105	4.9140	3.0939	5.2492	1.2258	2.1040	3.9264	4.8567	4.1978	1.8536	0.4265	4.9063	1.9562	4.6839	0.1977	4.9448	4.7399	4.1045	0.7051
197512	0.3631	-0.1308	-2.0567	-1.2780	-0.2290	0.5028	0.2160	-0.8714	-1.3810	-2.3641	-1.3334	1.1317	-0.3487	-2.5550	2.8693	0.5135	-6.8592	-3.3321	-2.6238	-2.1765	-1.1181	0.4043	-0.5454	0.5440	0.1689	-0.1326	1.4564	1.4399	1.1140	-0.9560	0.5028	0.3686
197601	16.5094	16.0897	14.7508	16.5448	19.9026	17.8787	18.1711	20.5206	25.0551	20.3268	23.2662	23.9676	27.7537	26.0619	23.1607	27.3348	7.2393	11.1174	10.6396	11.6583	12.2799	9.2167	13.4173	10.6758	11.0219	11.7873	16.0411	18.9194	15.3374	18.8010	22.2964	20.7802
197602	6.2164	4.2913	4.8533	7.2757	7.4912	8.5892	7.2394	10.4755	11.4538	9.6295	9.8568	10.0455	16.7302	14.6211	16.5430	12.0284	0.4821	-5.3178	-3.1692	-1.9681	3.9924	2.1491	-0.1705	-0.3115	0.2869	-0.1589	3.8277	2.1874	2.0897	1.5590	4.7820	10.3183
